operation, data structure, listSize, seed, iteration, run count, total time, avg time
PT,linkedlist,45000,0,0,3,252.4549543,84.15165143333333,0,1,3,252.78072219999999,84.26024073333333,0,2,3,253.2871434,84.42904779999999,0,3,3,253.24767530000003,84.41589176666668,0,4,3,253.853861,84.61795366666666,0,5,3,255.1293605,85.04312016666667,0,6,3,252.814802,84.27160066666666,0,7,3,254.252351,84.75078366666666,0,8,3,253.5169821,84.5056607,0,9,3,252.9738013,84.32460043333333
PT,tree,500,0,0,1,0.1431537,0.1431537,0,1,1,0.1082315,0.1082315,0,2,1,0.1070191,0.1070191,0,3,1,0.1024062,0.1024062,0,4,1,0.1106665,0.1106665,0,5,1,0.1032043,0.1032043,0,6,1,0.1111228,0.1111228,0,7,1,0.1118003,0.1118003,0,8,1,0.107517,0.107517,0,9,1,0.1049017,0.1049017
PT,tree,50000,0,0,3,1.2679474000000002,0.42264913333333337,0,1,3,1.1999114,0.39997046666666664,0,2,3,1.1684323,0.38947743333333334,0,3,3,1.1386819,0.3795606333333333,0,4,3,1.1904606000000002,0.39682020000000007,0,5,3,1.1800155,0.39333850000000004,0,6,3,1.1989264,0.3996421333333333,0,7,3,1.2254784,0.40849280000000004,0,8,3,1.2128011,0.40426703333333336,0,9,3,1.1850276,0.3950092
EN,array,45000,0,0,3,2.6064196,0.8688065333333334,0,1,3,2.4658453,0.8219484333333332,0,2,3,2.572187,0.8573956666666667,0,3,3,2.4844433,0.8281477666666667,0,4,3,2.6979742,0.8993247333333333,0,5,3,2.5604587,0.8534862333333333,0,6,3,2.5624959,0.8541653,0,7,3,2.5630775999999997,0.8543591999999999,0,8,3,2.4932216,0.8310738666666667,0,9,3,2.5616762,0.8538920666666666
EN,linkedlist,50000,0,0,3,358.7898644,119.59662146666666,0,1,3,359.1945248,119.73150826666667,0,2,3,358.156863999,119.385621333,0,3,3,357.588592799,119.19619759966668,0,4,3,356.8559139,118.95197130000001,0,5,3,356.91640729899996,118.97213576633332,0,6,3,360.553789001,120.18459633366666,0,7,3,355.7682225,118.5894075,0,8,3,359.2754756,119.75849186666666,0,9,3,362.09727280000004,120.69909093333335
PT,linkedlist,10,0,0,2,0.2005439,0.10027195,0,1,2,0.1790192,0.0895096,0,2,2,0.19468960000000002,0.09734480000000001,0,3,2,0.2247021,0.11235105,0,4,2,0.19209759999999998,0.09604879999999999,0,5,2,0.1958895,0.09794475,0,6,2,0.1838919,0.09194595,0,7,2,0.1861979,0.09309895,0,8,2,0.1851203,0.09256015,0,9,2,0.18639319999999998,0.09319659999999999
DE,linkedlist,45000,0,0,3,253.634122,84.54470733333333,0,1,3,254.413149,84.804383,0,2,3,247.0889086,82.36296953333333,0,3,3,254.0968524,84.69895079999999,0,4,3,252.501477,84.167159,0,5,3,249.01021480000003,83.00340493333334,0,6,3,252.9528221,84.31760736666666,0,7,3,253.6295244,84.5431748,0,8,3,254.7288527,84.90961756666667,0,9,3,253.87341529999998,84.62447176666666
EN,array,10,0,0,2,0.1970601,0.09853005,0,1,2,0.183873,0.0919365,0,2,2,0.1809065,0.09045325,0,3,2,0.17670750000000002,0.08835375000000001,0,4,2,0.21581099999999998,0.10790549999999999,0,5,2,0.17907440000000002,0.08953720000000001,0,6,2,0.17959219999999998,0.08979609999999999,0,7,2,0.1871099,0.09355495,0,8,2,0.1710816,0.0855408,0,9,2,0.1772009,0.08860045
DE,tree,50000,0,0,3,1.5950252999999999,0.5316751,0,1,3,1.626446701,0.5421489003333334,0,2,3,1.718225,0.5727416666666666,0,3,3,1.6476625,0.5492208333333334,0,4,3,1.5867161000000003,0.5289053666666668,0,5,3,1.6006215990000001,0.533540533,0,6,3,1.637478501,0.545826167,0,7,3,1.7330746,0.5776915333333333,0,8,3,1.8046453,0.6015484333333333,0,9,3,1.592706701,0.5309022336666667
EN,linkedlist,10,0,0,2,0.1828807,0.09144035,0,1,2,0.1768612,0.0884306,0,2,2,0.1759542,0.0879771,0,3,2,0.1866761,0.09333805,0,4,2,0.18508259999999999,0.09254129999999999,0,5,2,0.17756919999999998,0.08878459999999999,0,6,2,0.1816461,0.09082305,0,7,2,0.178042,0.089021,0,8,2,0.1864052,0.0932026,0,9,2,0.18602449999999998,0.09301224999999999
