operation,datastructure,listSize,seed,iteration,runcount,totaltime,avgtime
EN,array,100,420,80,5,0.6343865,0.1268773
EN,array,100,420,81,5,0.6182363,0.12364726
EN,array,100,420,82,5,0.6234216,0.12468432
EN,array,100,420,83,5,0.6226773999999999,0.12453547999999999
EN,array,100,420,84,5,0.6212517,0.12425033999999999
EN,array,100,420,85,5,0.6465181,0.12930362
EN,array,100,420,86,5,0.6252058,0.12504116
EN,array,100,420,87,5,0.6195977,0.12391954000000001
EN,array,100,420,88,5,0.6978487,0.13956974
EN,array,100,420,89,5,0.6405834,0.12811668
EN,array,100,420,90,5,0.6260517,0.12521034
EN,array,100,420,91,5,0.6299086999999999,0.12598173999999998
EN,array,100,420,92,5,0.6294085999999999,0.12588171999999997
EN,array,100,420,93,5,0.621042,0.1242084
EN,array,100,420,94,5,0.6352807,0.12705614
EN,array,100,420,95,5,0.626369,0.1252738
EN,array,100,420,96,5,0.6352040999999999,0.12704082
EN,array,100,420,97,5,0.6394875,0.1278975
EN,array,100,420,98,5,0.6263382,0.12526763999999999
EN,array,100,420,99,5,0.6100365000000001,0.12200730000000001
DE,array,10,123,0,5,0.4919422,0.09838844
DE,array,10,123,1,5,0.4998438,0.09996876
DE,array,10,123,2,5,0.4881791,0.09763582
DE,array,10,123,3,5,0.4958313,0.09916625999999999
DE,array,10,123,4,5,0.5162882,0.10325764
DE,array,10,123,5,5,0.5213384,0.10426768
DE,array,10,123,6,5,0.4900886,0.09801772
DE,array,10,123,7,5,0.4927258,0.09854515999999999
DE,array,10,123,8,5,0.5028012,0.10056024
DE,array,10,123,9,5,0.48428930000000003,0.09685786
DE,array,10,123,10,5,0.5068195,0.10136389999999999
DE,array,10,123,11,5,0.5177974,0.10355948
DE,array,10,123,12,5,0.5019251,0.10038502
DE,array,10,123,13,5,0.5127844,0.10255688
DE,array,10,123,14,5,0.4882311,0.09764621999999999
DE,array,10,123,15,5,0.49343249999999994,0.09868649999999998
DE,array,10,123,16,5,0.5034746,0.10069492
DE,array,10,123,17,5,0.49959739999999997,0.09991947999999999
DE,array,10,123,18,5,0.5020857999999999,0.10041715999999998
DE,array,10,123,19,5,0.5094168,0.10188336
DE,array,10,123,20,5,0.49563599999999997,0.0991272
DE,array,10,123,21,5,0.4936596,0.09873192
DE,array,10,123,22,5,0.5104561000000001,0.10209122000000001
DE,array,10,123,23,5,0.5170636,0.10341271999999999
DE,array,10,123,24,5,0.5033714,0.10067428
DE,array,10,123,25,5,0.5192537,0.10385074000000001
DE,array,10,123,26,5,0.5164422,0.10328844
DE,array,10,123,27,5,0.49262649999999997,0.0985253
DE,array,10,123,28,5,0.5121361,0.10242722
DE,array,10,123,29,5,0.4927471,0.09854942
DE,array,10,123,30,5,0.5001424,0.10002848
DE,array,10,123,31,5,0.5139002,0.10278004
DE,array,10,123,32,5,0.4986259,0.09972518
DE,array,10,123,33,5,0.5106764,0.10213528000000001
DE,array,10,123,34,5,0.5079616,0.10159232
DE,array,10,123,35,5,0.5100256,0.10200511999999999
DE,array,10,123,36,5,0.5186238999999999,0.10372477999999999
DE,array,10,123,37,5,0.5084947000000001,0.10169894000000002
DE,array,10,123,38,5,0.5177063000000001,0.10354126000000001
DE,array,10,123,39,5,0.5082382999999999,0.10164765999999999
DE,array,10,123,40,5,0.5303971,0.10607942
DE,array,10,123,41,5,0.5142081000000001,0.10284162000000001
DE,array,10,123,42,5,0.5080846,0.10161692
DE,array,10,123,43,5,0.5054153,0.10108306
DE,array,10,123,44,5,0.5127605,0.1025521
DE,array,10,123,45,5,0.49265220000000004,0.09853044000000001
DE,array,10,123,46,5,0.5001543,0.10003086000000001
DE,array,10,123,47,5,0.5104512,0.10209024
DE,array,10,123,48,5,0.4894875,0.0978975
DE,array,10,123,49,5,0.49819480000000005,0.09963896000000001
DE,array,10,123,50,5,0.5020769,0.10041538000000001
DE,array,10,123,51,5,0.49986020000000003,0.09997204000000001
DE,array,10,123,52,5,0.5073536999999999,0.10147073999999998
DE,array,10,123,53,5,0.5023297999999999,0.10046595999999999
DE,array,10,123,54,5,0.5203256,0.10406512000000001
DE,array,10,123,55,5,0.4963187,0.09926374
DE,array,10,123,56,5,0.530381,0.1060762
DE,array,10,123,57,5,0.508683,0.1017366
DE,array,10,123,58,5,0.49688059999999995,0.09937611999999998
DE,array,10,123,59,5,0.5036058,0.10072116
DE,array,10,123,60,5,0.5078111000000001,0.10156222000000001
DE,array,10,123,61,5,0.5007569,0.10015137999999998
DE,array,10,123,62,5,0.4986823,0.09973646
DE,array,10,123,63,5,0.5036591,0.10073182
DE,array,10,123,64,5,0.5098807,0.10197613999999999
DE,array,10,123,65,5,0.5056707,0.10113414000000001
DE,array,10,123,66,5,0.4936688,0.09873376
DE,array,10,123,67,5,0.5174442,0.10348884
DE,array,10,123,68,5,0.5243328,0.10486656000000001
DE,array,10,123,69,5,0.49310539999999997,0.09862108
DE,array,10,123,70,5,0.5199509,0.10399018
DE,array,10,123,71,5,0.5355278,0.10710556
DE,array,10,123,72,5,0.5353826,0.10707652000000001
DE,array,10,123,73,5,0.5431226,0.10862452
DE,array,10,123,74,5,0.5335375,0.1067075
DE,array,10,123,75,5,0.5460621999999999,0.10921244
DE,array,10,123,76,5,0.5431123,0.10862246
DE,array,10,123,77,5,0.5224313,0.10448626000000001
DE,array,10,123,78,5,0.5456605,0.1091321
DE,array,10,123,79,5,0.5435723,0.10871446
DE,array,10,123,80,5,0.5528024,0.11056048
DE,array,10,123,81,5,0.5243603,0.10487206
DE,array,10,123,82,5,0.5503180000000001,0.11006360000000001
DE,array,10,123,83,5,0.5322728,0.10645456
DE,array,10,123,84,5,0.5425771,0.10851542
DE,array,10,123,85,5,0.5443581,0.10887161999999999
DE,array,10,123,86,5,0.5409496,0.10818992000000001
DE,array,10,123,87,5,0.5434855,0.10869709999999999
DE,array,10,123,88,5,0.5376238,0.10752476
DE,array,10,123,89,5,0.537657,0.10753140000000001
DE,array,10,123,90,5,0.5273098,0.10546196000000001
DE,array,10,123,91,5,0.5392952,0.10785903999999999
DE,array,10,123,92,5,0.5327805,0.1065561
DE,array,10,123,93,5,0.558983,0.1117966
DE,array,10,123,94,5,0.537334,0.1074668
DE,array,10,123,95,5,0.5406725,0.1081345
DE,array,10,123,96,5,0.5505756,0.11011512000000001
DE,array,10,123,97,5,0.5453814,0.10907628
DE,array,10,123,98,5,0.5470482,0.10940964
DE,array,10,123,99,5,0.5394791999999999,0.10789583999999999
DE,array,10,123,100,5,0.5435918,0.10871835999999999
DE,array,10,123,101,5,0.5478055,0.1095611
DE,array,10,123,102,5,0.5461845000000001,0.10923690000000001
DE,array,10,123,103,5,0.5320008,0.10640016000000001
DE,array,10,123,104,5,0.5420466,0.10840932
DE,array,10,123,105,5,0.5262129,0.10524258
DE,array,10,123,106,5,0.5273774,0.10547548
DE,array,10,123,107,5,0.6181581,0.12363162000000001
DE,array,10,123,108,5,0.5245233,0.10490466000000001
DE,array,10,123,109,5,0.5265186,0.10530371999999999
DE,array,10,123,110,5,0.5302209,0.10604418
DE,array,10,123,111,5,0.529497,0.1058994
DE,array,10,123,112,5,0.5228968,0.10457936000000001
DE,array,10,123,113,5,0.5191085,0.10382169999999999
DE,array,10,123,114,5,0.5161562000000001,0.10323124000000002
DE,array,10,123,115,5,0.51188,0.102376
DE,array,10,123,116,5,0.5612448,0.11224896
DE,array,10,123,117,5,0.5063816999999999,0.10127633999999999
DE,array,10,123,118,5,0.5125412,0.10250824
DE,array,10,123,119,5,0.5104922000000001,0.10209844000000001
DE,array,10,123,120,5,0.5565659,0.11131317999999998
DE,array,10,123,121,5,0.5033723,0.10067446
DE,array,10,123,122,5,0.5047891,0.10095782
DE,array,10,123,123,5,0.5181937,0.10363874
DE,array,10,123,124,5,0.5107816,0.10215632
DE,array,10,123,125,5,0.5249053,0.10498106
DE,array,10,123,126,5,0.5466626,0.10933252
DE,array,10,123,127,5,0.5211214,0.10422427999999999
DE,array,10,123,128,5,0.5150697000000001,0.10301394000000001
DE,array,10,123,129,5,0.5238011,0.10476022
DE,array,10,123,130,5,0.5144371999999999,0.10288743999999998
DE,array,10,123,131,5,0.5206942,0.10413884
DE,array,10,123,132,5,0.5228249,0.10456498
DE,array,10,123,133,5,0.5182079,0.10364158000000001
DE,array,10,123,134,5,0.5302051,0.10604102
DE,array,10,123,135,5,0.520509,0.1041018
DE,array,10,123,136,5,0.5252097,0.10504194
DE,array,10,123,137,5,0.5173123,0.10346245999999999
DE,array,10,123,138,5,0.5322524000000001,0.10645048000000001
DE,array,10,123,139,5,0.5165261999999999,0.10330523999999999
DE,array,10,123,140,5,0.5221768,0.10443536
DE,array,10,123,141,5,0.5198952,0.10397904
DE,array,10,123,142,5,0.5288804,0.10577608000000001
DE,array,10,123,143,5,0.525668,0.10513360000000001
DE,array,10,123,144,5,0.5296502000000001,0.10593004000000002
DE,array,10,123,145,5,0.5198114,0.10396228
DE,array,10,123,146,5,0.5373938,0.10747876
DE,array,10,123,147,5,0.5250231,0.10500461999999999
DE,array,10,123,148,5,0.5229362,0.10458724
DE,array,10,123,149,5,0.5185161,0.10370322000000001
DE,array,10,123,150,5,0.5243321999999999,0.10486643999999998
DE,array,10,123,151,5,0.5280917,0.10561834
DE,array,10,123,152,5,0.5141028999999999,0.10282057999999998
DE,array,10,123,153,5,0.5275398,0.10550796
DE,array,10,123,154,5,0.5284741,0.10569482
DE,array,10,123,155,5,0.5269239,0.10538478
DE,array,10,123,156,5,0.5246452,0.10492904
DE,array,10,123,157,5,0.5328006,0.10656012
DE,array,10,123,158,5,0.5168568,0.10337136
DE,array,10,123,159,5,0.5222676,0.10445352000000001
DE,array,10,123,160,5,0.5347463,0.10694926
DE,array,10,123,161,5,0.5343899,0.10687798
DE,array,10,123,162,5,0.5204143,0.10408286
DE,array,10,123,163,5,0.5236265,0.1047253
DE,array,10,123,164,5,0.5424175,0.1084835
DE,array,10,123,165,5,0.5380109000000001,0.10760218000000002
DE,array,10,123,166,5,0.5258527,0.10517053999999999
DE,array,10,123,167,5,0.5395272,0.10790543999999999
DE,array,10,123,168,5,0.5279726,0.10559452
DE,array,10,123,169,5,0.5297438999999999,0.10594877999999999
DE,array,10,123,170,5,0.532118,0.1064236
DE,array,10,123,171,5,0.5298691,0.10597382
DE,array,10,123,172,5,0.5239536,0.10479072
DE,array,10,123,173,5,0.5292857,0.10585713999999999
DE,array,10,123,174,5,0.5354441000000001,0.10708882000000002
DE,array,10,123,175,5,0.5308882,0.10617764
DE,array,10,123,176,5,0.5440337,0.10880673999999999
DE,array,10,123,177,5,0.5278892000000001,0.10557784
DE,array,10,123,178,5,0.5396312,0.10792623999999999
DE,array,10,123,179,5,0.5407831999999999,0.10815663999999998
DE,array,10,123,180,5,0.5354094,0.10708188
DE,array,10,123,181,5,0.5448953,0.10897905999999999
DE,array,10,123,182,5,0.5339136,0.10678272
DE,array,10,123,183,5,0.5305646,0.10611292000000001
DE,array,10,123,184,5,0.5358904999999999,0.10717809999999998
DE,array,10,123,185,5,0.5300587999999999,0.10601175999999998
DE,array,10,123,186,5,0.5476975,0.10953949999999998
DE,array,10,123,187,5,0.5393551,0.10787102
DE,array,10,123,188,5,0.5363595,0.1072719
DE,array,10,123,189,5,0.5286511,0.10573022000000001
DE,array,10,123,190,5,0.5425758,0.10851516000000001
DE,array,10,123,191,5,0.541826,0.10836520000000001
DE,array,10,123,192,5,0.5443678000000001,0.10887356000000001
DE,array,10,123,193,5,0.5400469,0.10800938
DE,array,10,123,194,5,0.5345688,0.10691376
DE,array,10,123,195,5,0.533774,0.1067548
DE,array,10,123,196,5,0.5467548,0.10935096
DE,array,10,123,197,5,0.520188,0.1040376
DE,array,10,123,198,5,0.5428112,0.10856224
DE,array,10,123,199,5,0.5279302,0.10558604
EN,linkedlist,1000,333,0,5,0.6015609,0.12031217999999999
EN,linkedlist,1000,333,1,5,0.6267657999999999,0.12535316
EN,linkedlist,1000,333,2,5,0.6047857999999999,0.12095715999999998
EN,linkedlist,1000,333,3,5,0.6698025000000001,0.1339605
EN,linkedlist,1000,333,4,5,0.6382341,0.12764682
EN,linkedlist,1000,333,5,5,0.6138589,0.12277178
EN,linkedlist,1000,333,6,5,0.618973,0.1237946
EN,linkedlist,1000,333,7,5,0.6750997000000001,0.13501994
EN,linkedlist,1000,333,8,5,0.6448527,0.12897054
EN,linkedlist,1000,333,9,5,0.6102169000000001,0.12204338
EN,linkedlist,1000,333,10,5,0.6202192999999999,0.12404385999999998
EN,linkedlist,1000,333,11,5,0.6105541,0.12211082
EN,linkedlist,1000,333,12,5,0.6245301999999999,0.12490603999999998
EN,linkedlist,1000,333,13,5,0.624187,0.12483740000000002
EN,linkedlist,1000,333,14,5,0.6138996999999999,0.12277993999999999
EN,linkedlist,1000,333,15,5,0.6065995000000001,0.12131990000000001
EN,linkedlist,1000,333,16,5,0.6073395000000001,0.12146790000000003
EN,linkedlist,1000,333,17,5,0.6205830999999999,0.12411661999999998
EN,linkedlist,1000,333,18,5,0.6223427,0.12446854
EN,linkedlist,1000,333,19,5,0.6192304,0.12384608
EN,linkedlist,1000,333,20,5,0.6175088999999999,0.12350177999999998
EN,linkedlist,1000,333,21,5,0.6184395,0.1236879
EN,linkedlist,1000,333,22,5,0.6286233999999999,0.12572467999999998
EN,linkedlist,1000,333,23,5,0.6161715,0.12323429999999999
EN,linkedlist,1000,333,24,5,0.6211136,0.12422272000000001
EN,linkedlist,1000,333,25,5,0.6255044000000001,0.12510088000000003
EN,linkedlist,1000,333,26,5,0.6337750000000001,0.126755
EN,linkedlist,1000,333,27,5,0.6264397,0.12528794000000001
EN,linkedlist,1000,333,28,5,0.6360120999999999,0.12720241999999998
EN,linkedlist,1000,333,29,5,0.6228408,0.12456816
EN,linkedlist,1000,333,30,5,0.6212676,0.12425352
EN,linkedlist,1000,333,31,5,0.6220547,0.12441094
EN,linkedlist,1000,333,32,5,0.6234961000000001,0.12469922000000003
EN,linkedlist,1000,333,33,5,0.6190687,0.12381374
EN,linkedlist,1000,333,34,5,0.6198993,0.12397986000000001
EN,linkedlist,1000,333,35,5,0.6296155000000001,0.1259231
EN,linkedlist,1000,333,36,5,0.6175676999999999,0.12351353999999999
EN,linkedlist,1000,333,37,5,0.6305906,0.12611812
EN,linkedlist,1000,333,38,5,0.6276807,0.12553614
EN,linkedlist,1000,333,39,5,0.6322656,0.12645312
EN,linkedlist,1000,333,40,5,0.6195297,0.12390593999999999
EN,linkedlist,1000,333,41,5,0.622485,0.124497
EN,linkedlist,1000,333,42,5,0.6291773999999999,0.12583547999999997
EN,linkedlist,1000,333,43,5,0.60162,0.12032400000000001
EN,linkedlist,1000,333,44,5,0.630007,0.12600139999999999
EN,linkedlist,1000,333,45,5,0.6322561,0.12645122
EN,linkedlist,1000,333,46,5,0.6221045000000001,0.12442090000000001
EN,linkedlist,1000,333,47,5,0.6405123,0.12810246
EN,linkedlist,1000,333,48,5,0.6278352,0.12556704000000002
EN,linkedlist,1000,333,49,5,0.6374516,0.12749032
EN,array,500,666,0,5,0.5913592999999999,0.11827185999999998
EN,array,500,666,1,5,0.6077152,0.12154304
EN,array,500,666,2,5,0.5943782,0.11887563999999999
EN,array,500,666,3,5,0.6036805,0.12073609999999999
EN,array,500,666,4,5,0.5853688,0.11707376
EN,array,500,666,5,5,0.629546,0.1259092
EN,array,500,666,6,5,0.6040502,0.12081004
EN,array,500,666,7,5,0.5827334000000001,0.11654668000000001
EN,array,500,666,8,5,0.5929692,0.11859383999999999
EN,array,500,666,9,5,0.5677542000000001,0.11355084000000001
EN,array,500,666,10,5,0.5676175999999999,0.11352351999999999
EN,array,500,666,11,5,0.5727879,0.11455758
EN,array,500,666,12,5,0.5848341,0.11696682
EN,array,500,666,13,5,0.5875371,0.11750742
EN,array,500,666,14,5,0.6088543,0.12177086
EN,array,500,666,15,5,0.6959312,0.13918624
EN,array,500,666,16,5,0.6662665,0.1332533
EN,array,500,666,17,5,0.6573162,0.13146324
EN,array,500,666,18,5,0.6552650999999999,0.13105302
EN,array,500,666,19,5,0.652269,0.1304538
EN,array,500,666,20,5,0.6600906999999999,0.13201813999999998
EN,array,500,666,21,5,0.665618,0.1331236
EN,array,500,666,22,5,0.6339212,0.12678424
EN,array,500,666,23,5,0.645991,0.12919819999999999
EN,array,500,666,24,5,0.6562256,0.13124512
EN,array,500,666,25,5,0.6638906,0.13277812
EN,array,500,666,26,5,0.6577384,0.13154768
EN,array,500,666,27,5,0.6385491000000001,0.12770982000000003
EN,array,500,666,28,5,0.6397545,0.1279509
EN,array,500,666,29,5,0.6705179,0.13410358
EN,array,500,666,30,5,0.6407468000000001,0.12814936000000002
EN,array,500,666,31,5,0.659393,0.1318786
EN,array,500,666,32,5,0.6487679,0.12975357999999998
EN,array,500,666,33,5,0.6542476,0.13084952
EN,array,500,666,34,5,0.6331929999999999,0.1266386
EN,array,500,666,35,5,0.6524362,0.13048724
EN,array,500,666,36,5,0.6543238,0.13086476
EN,array,500,666,37,5,0.6614917,0.13229834000000001
EN,array,500,666,38,5,0.6405308999999999,0.12810618
EN,array,500,666,39,5,0.6503961,0.13007922
EN,array,500,666,40,5,0.6662246000000001,0.13324492000000002
EN,array,500,666,41,5,0.6645411999999999,0.13290823999999998
EN,array,500,666,42,5,0.6511347,0.13022693999999999
EN,array,500,666,43,5,0.64148,0.12829600000000002
EN,array,500,666,44,5,0.6586756999999999,0.13173513999999997
EN,array,500,666,45,5,0.6523334000000001,0.13046668
EN,array,500,666,46,5,0.6432283,0.12864566
EN,array,500,666,47,5,0.62497,0.12499400000000001
EN,array,500,666,48,5,0.6707709,0.13415417999999998
EN,array,500,666,49,5,0.6488247,0.12976494
EN,array,500,666,50,5,0.6669605,0.13339209999999999
EN,array,500,666,51,5,0.6428164999999999,0.1285633
EN,array,500,666,52,5,0.6224312,0.12448624
EN,array,500,666,53,5,0.6349432,0.12698864
EN,array,500,666,54,5,0.6389807,0.12779614
EN,array,500,666,55,5,0.6437088,0.12874175999999998
EN,array,500,666,56,5,0.6449705,0.1289941
EN,array,500,666,57,5,0.6403656999999999,0.12807313999999997
EN,array,500,666,58,5,0.6336868,0.12673736
EN,array,500,666,59,5,0.6393357000000001,0.12786714000000002
EN,array,500,666,60,5,0.6367942,0.12735884
EN,array,500,666,61,5,0.6373395000000001,0.12746790000000002
EN,array,500,666,62,5,0.6377303000000001,0.12754606000000002
EN,array,500,666,63,5,0.6367292999999999,0.12734585999999998
EN,array,500,666,64,5,0.6274627,0.12549254
EN,array,500,666,65,5,0.6353361999999999,0.12706723999999997
EN,array,500,666,66,5,0.6365076000000001,0.12730152
EN,array,500,666,67,5,0.6522658,0.13045316
EN,array,500,666,68,5,0.6413632,0.12827264
EN,array,500,666,69,5,0.6412693999999999,0.12825388
EN,array,500,666,70,5,0.6144269,0.12288538
EN,array,500,666,71,5,0.626584,0.1253168
EN,array,500,666,72,5,0.6191696,0.12383392
EN,array,500,666,73,5,0.6196595,0.12393190000000001
EN,array,500,666,74,5,0.6340857,0.12681714
EN,array,500,666,75,5,0.623791,0.1247582
EN,array,500,666,76,5,0.6368751,0.12737502
EN,array,500,666,77,5,0.6242792,0.12485584000000001
EN,array,500,666,78,5,0.6323227999999999,0.12646455999999998
EN,array,500,666,79,5,0.6411924999999999,0.12823849999999998
EN,array,500,666,80,5,0.6346105000000001,0.1269221
EN,array,500,666,81,5,0.6259735,0.1251947
EN,array,500,666,82,5,0.6271363,0.12542725999999998
EN,array,500,666,83,5,0.6393377,0.12786754
EN,array,500,666,84,5,0.6971513,0.13943026
EN,array,500,666,85,5,0.6474751999999999,0.12949503999999998
EN,array,500,666,86,5,0.6307111999999999,0.12614224
EN,array,500,666,87,5,0.6293176,0.12586352
EN,array,500,666,88,5,0.6437344,0.12874688
EN,array,500,666,89,5,0.6429335,0.1285867
EN,array,500,666,90,5,0.6233242999999999,0.12466485999999999
EN,array,500,666,91,5,0.6386959999999999,0.1277392
EN,array,500,666,92,5,0.6423815,0.12847630000000002
EN,array,500,666,93,5,0.6174959999999999,0.12349919999999999
EN,array,500,666,94,5,0.6237577,0.12475154
EN,array,500,666,95,5,0.6374344000000001,0.12748688000000002
EN,array,500,666,96,5,0.6394461,0.12788922
EN,array,500,666,97,5,0.6376977,0.12753954
EN,array,500,666,98,5,0.6316571,0.12633142
EN,array,500,666,99,5,0.6425151,0.12850302
EN,array,10000,1,0,5,2.8403987,0.56807974
EN,array,10000,1,1,5,2.8002233,0.56004466
EN,array,10000,1,2,5,2.6875134,0.53750268
EN,array,10000,1,3,5,2.7154964,0.5430992800000001
EN,array,10000,1,4,5,2.7176908000000006,0.5435381600000001
EN,array,10000,1,5,5,2.6649699,0.53299398
EN,array,10000,1,6,5,2.6808306999999996,0.53616614
EN,array,10000,1,7,5,2.6895515000000003,0.5379103000000001
EN,array,10000,1,8,5,2.7502817999999998,0.5500563599999999
EN,array,10000,1,9,5,2.6582429000000003,0.53164858
PT,array,10000,1,0,5,2.8131638000000003,0.5626327600000001
PT,array,10000,1,1,5,2.8003202,0.56006404
PT,array,10000,1,2,5,2.6931386999999996,0.5386277399999999
PT,array,10000,1,3,5,2.6876798999999996,0.5375359799999999
PT,array,10000,1,4,5,2.7146448999999997,0.5429289799999999
PT,array,10000,1,5,5,2.7197491,0.54394982
PT,array,10000,1,6,5,2.7585976000000003,0.55171952
PT,array,10000,1,7,5,2.7230337999999996,0.54460676
PT,array,10000,1,8,5,2.7344729,0.54689458
PT,array,10000,1,9,5,2.7008157,0.54016314
EN,tree,10,123,0,5,0.5385083,0.10770166
EN,tree,10,123,1,5,0.5023461,0.10046922
EN,tree,10,123,2,5,0.5001661,0.10003321999999999
EN,tree,10,123,3,5,0.4985992,0.09971984
EN,tree,10,123,4,5,0.5070792000000001,0.10141584000000001
EN,tree,10,123,5,5,0.4945541,0.09891082
EN,tree,10,123,6,5,0.5167045,0.1033409
EN,tree,10,123,7,5,0.5222957,0.10445914
EN,tree,10,123,8,5,0.5068117999999999,0.10136235999999998
EN,tree,10,123,9,5,0.5110892,0.10221784
EN,tree,10,123,10,5,0.4877517,0.09755034
EN,tree,10,123,11,5,0.5043314000000001,0.10086628000000002
EN,tree,10,123,12,5,0.5057835,0.10115670000000002
EN,tree,10,123,13,5,0.49796070000000003,0.09959214000000001
EN,tree,10,123,14,5,0.5047182,0.10094364
EN,tree,10,123,15,5,0.4946134,0.09892268
EN,tree,10,123,16,5,0.5180786000000001,0.10361572000000001
EN,tree,10,123,17,5,0.5180145,0.10360290000000001
EN,tree,10,123,18,5,0.5130777,0.10261553999999999
EN,tree,10,123,19,5,0.5156112,0.10312224
EN,tree,10,123,20,5,0.5178051,0.10356102
EN,tree,10,123,21,5,0.505792,0.10115840000000001
EN,tree,10,123,22,5,0.5013763,0.10027526
EN,tree,10,123,23,5,0.49607980000000007,0.09921596000000002
EN,tree,10,123,24,5,0.5067222,0.10134444000000001
EN,tree,10,123,25,5,0.49907660000000004,0.09981532000000001
EN,tree,10,123,26,5,0.5100394,0.10200788000000001
EN,tree,10,123,27,5,0.4961926,0.09923852
EN,tree,10,123,28,5,0.4988865,0.0997773
EN,tree,10,123,29,5,0.5038725,0.10077449999999999
EN,tree,10,123,30,5,0.4866939,0.09733878
EN,tree,10,123,31,5,0.4919304,0.09838608
EN,tree,10,123,32,5,0.4858307,0.09716614
EN,tree,10,123,33,5,0.5081557999999999,0.10163115999999998
EN,tree,10,123,34,5,0.48188089999999995,0.09637617999999999
EN,tree,10,123,35,5,0.5001142,0.10002283999999999
EN,tree,10,123,36,5,0.4922184,0.09844368
EN,tree,10,123,37,5,0.491803,0.09836059999999999
EN,tree,10,123,38,5,0.4909156,0.09818312
EN,tree,10,123,39,5,0.48647840000000003,0.09729568000000001
EN,tree,10,123,40,5,0.5031133,0.10062266
EN,tree,10,123,41,5,0.5062401999999999,0.10124803999999998
EN,tree,10,123,42,5,0.4960057,0.09920114
EN,tree,10,123,43,5,0.4961747,0.09923494000000001
EN,tree,10,123,44,5,0.51058,0.10211600000000001
EN,tree,10,123,45,5,0.510285,0.102057
EN,tree,10,123,46,5,0.5078872,0.10157743999999999
EN,tree,10,123,47,5,0.5172605,0.1034521
EN,tree,10,123,48,5,0.4954931,0.09909862
EN,tree,10,123,49,5,0.5259048,0.10518095999999999
EN,tree,10,123,50,5,0.5105465,0.1021093
EN,tree,10,123,51,5,0.4978815,0.09957629999999999
EN,tree,10,123,52,5,0.4984723,0.09969446
EN,tree,10,123,53,5,0.5124457,0.10248914
EN,tree,10,123,54,5,0.5006826,0.10013651999999999
EN,tree,10,123,55,5,0.497055,0.099411
EN,tree,10,123,56,5,0.49958369999999996,0.09991673999999999
EN,tree,10,123,57,5,0.5013609,0.10027218
EN,tree,10,123,58,5,0.49326489999999995,0.09865297999999999
EN,tree,10,123,59,5,0.4944486,0.09888972
EN,tree,10,123,60,5,0.4973562,0.09947124
EN,tree,10,123,61,5,0.5090423000000001,0.10180846000000002
EN,tree,10,123,62,5,0.5045967,0.10091934
EN,tree,10,123,63,5,0.5076142,0.10152284
EN,tree,10,123,64,5,0.5213316,0.10426632
EN,tree,10,123,65,5,0.4977682,0.09955364
EN,tree,10,123,66,5,0.5043811,0.10087622
EN,tree,10,123,67,5,0.5110420000000001,0.10220840000000002
EN,tree,10,123,68,5,0.530637,0.10612740000000001
EN,tree,10,123,69,5,0.5179717,0.10359434000000001
EN,tree,10,123,70,5,0.5317006,0.10634012
EN,tree,10,123,71,5,0.5198769,0.10397537999999999
EN,tree,10,123,72,5,0.5228927,0.10457854
EN,tree,10,123,73,5,0.526966,0.1053932
EN,tree,10,123,74,5,0.5372979,0.10745958
EN,tree,10,123,75,5,0.522358,0.1044716
EN,tree,10,123,76,5,0.5302823,0.10605645999999999
EN,tree,10,123,77,5,0.5318493,0.10636986
EN,tree,10,123,78,5,0.5219526000000001,0.10439052000000001
EN,tree,10,123,79,5,0.5382603,0.10765206000000001
EN,tree,10,123,80,5,0.5310678,0.10621356
EN,tree,10,123,81,5,0.5307189999999999,0.10614379999999998
EN,tree,10,123,82,5,0.5429869,0.10859738000000001
EN,tree,10,123,83,5,0.5381888,0.10763776
EN,tree,10,123,84,5,0.518564,0.10371280000000001
EN,tree,10,123,85,5,0.5379055,0.10758110000000001
EN,tree,10,123,86,5,0.5397892,0.10795784
EN,tree,10,123,87,5,0.5371676000000001,0.10743352000000002
EN,tree,10,123,88,5,0.531711,0.10634220000000001
EN,tree,10,123,89,5,0.5384730999999999,0.10769461999999999
EN,tree,10,123,90,5,0.5396061000000001,0.10792122000000001
EN,tree,10,123,91,5,0.5306045,0.1061209
EN,tree,10,123,92,5,0.5427886,0.10855772
EN,tree,10,123,93,5,0.538992,0.1077984
EN,tree,10,123,94,5,0.5367548,0.10735096
EN,tree,10,123,95,5,0.5354848999999999,0.10709697999999998
EN,tree,10,123,96,5,0.5239111999999999,0.10478223999999998
EN,tree,10,123,97,5,0.5398622,0.10797243999999999
EN,tree,10,123,98,5,0.5295608,0.10591216
EN,tree,10,123,99,5,0.5296622,0.10593243999999999
EN,tree,10,123,100,5,0.5468832,0.10937664
EN,tree,10,123,101,5,0.5314947999999999,0.10629895999999998
EN,tree,10,123,102,5,0.542816,0.1085632
EN,tree,10,123,103,5,0.5307354,0.10614707999999999
EN,tree,10,123,104,5,0.5394285,0.1078857
EN,tree,10,123,105,5,0.5365378000000001,0.10730756000000001
EN,tree,10,123,106,5,0.5383883,0.10767766000000001
EN,tree,10,123,107,5,0.5384942,0.10769884
EN,tree,10,123,108,5,0.5396308,0.10792616
EN,tree,10,123,109,5,0.5376449,0.10752898
EN,tree,10,123,110,5,0.5385612,0.10771223999999999
EN,tree,10,123,111,5,0.5325171,0.10650341999999999
